"","SA","x","y"
"122","LM",8373.373,-6118.543
"123","LM",8372.111,-6117.175
"124","LM",8366.117,-6118.782
"125","LM",8355.556,-6123.171
"126","LM",8340.589,-6130.152
"127","LM",8321.378,-6139.532
"128","LM",8298.086,-6151.12
"129","LM",8270.874,-6164.724
"130","LM",8239.906,-6180.153
"131","LM",8205.342,-6197.215
"132","LM",8167.346,-6215.718
"133","LM",8126.08,-6235.471
"134","LM",8081.706,-6256.283
"135","LM",8034.385,-6277.96
"136","LM",7984.281,-6300.313
"137","LM",7931.556,-6323.15
"138","LM",7876.371,-6346.278
"139","LM",7818.889,-6369.506
"140","LM",7759.272,-6392.643
"141","LM",7697.683,-6415.496
"142","LM",7634.283,-6437.875
"143","LM",7569.235,-6459.588
"144","LM",7502.701,-6480.443
"145","LM",7434.844,-6500.248
"146","LM",7365.825,-6518.812
"147","LM",7295.806,-6535.944
"148","LM",7224.95,-6551.451
"149","LM",7153.42,-6565.142
"150","LM",7081.377,-6576.825
"151","LM",7008.983,-6586.31
"152","LM",7008.983,-6586.31
"153","LM",6967.523,-6591.264
"154","LM",6927.113,-6596.463
"155","LM",6887.685,-6601.877
"156","LM",6849.168,-6607.473
"157","LM",6811.492,-6613.221
"158","LM",6774.587,-6619.089
"159","LM",6738.383,-6625.044
"160","LM",6702.811,-6631.057
"161","LM",6667.799,-6637.095
"162","LM",6633.278,-6643.127
"163","LM",6599.178,-6649.122
"164","LM",6565.428,-6655.048
"165","LM",6531.96,-6660.873
"166","LM",6498.702,-6666.566
"167","LM",6465.585,-6672.096
"168","LM",6432.538,-6677.432
"169","LM",6399.492,-6682.541
"170","LM",6366.377,-6687.392
"171","LM",6333.122,-6691.954
"172","LM",6299.657,-6696.196
"173","LM",6265.913,-6700.085
"174","LM",6231.819,-6703.591
"175","LM",6197.306,-6706.682
"176","LM",6162.302,-6709.326
"177","LM",6126.739,-6711.493
"178","LM",6090.546,-6713.15
"179","LM",6053.654,-6714.267
"180","LM",6015.991,-6714.811
"181","LM",5977.488,-6714.751
"182","LM",5977.488,-6714.751
"183","LM",5971.015,-6714.541
"184","LM",5963.385,-6714.024
"185","LM",5954.657,-6713.199
"186","LM",5944.889,-6712.065
"187","LM",5934.139,-6710.621
"188","LM",5922.467,-6708.866
"189","LM",5909.93,-6706.8
"190","LM",5896.587,-6704.422
"191","LM",5882.498,-6701.731
"192","LM",5867.719,-6698.726
"193","LM",5852.31,-6695.406
"194","LM",5836.33,-6691.772
"195","LM",5819.836,-6687.821
"196","LM",5802.888,-6683.553
"197","LM",5785.543,-6678.967
"198","LM",5767.861,-6674.063
"199","LM",5749.9,-6668.84
"200","LM",5731.718,-6663.296
"201","LM",5713.374,-6657.432
"202","LM",5694.927,-6651.245
"203","LM",5676.434,-6644.737
"204","LM",5657.955,-6637.905
"205","LM",5639.548,-6630.749
"206","LM",5621.272,-6623.268
"207","LM",5603.185,-6615.462
"208","LM",5585.345,-6607.329
"209","LM",5567.811,-6598.869
"210","LM",5550.642,-6590.081
"211","LM",5533.896,-6580.964
"212","LM",5533.896,-6580.964
"213","LM",5534.282,-6583.738
"214","LM",5534.707,-6586.717
"215","LM",5535.168,-6589.879
"216","LM",5535.66,-6593.202
"217","LM",5536.18,-6596.664
"218","LM",5536.723,-6600.243
"219","LM",5537.287,-6603.917
"220","LM",5537.867,-6607.664
"221","LM",5538.46,-6611.463
"222","LM",5539.061,-6615.29
"223","LM",5539.667,-6619.125
"224","LM",5540.273,-6622.944
"225","LM",5540.877,-6626.727
"226","LM",5541.474,-6630.451
"227","LM",5542.06,-6634.094
"228","LM",5542.631,-6637.634
"229","LM",5543.185,-6641.049
"230","LM",5543.716,-6644.318
"231","LM",5544.221,-6647.417
"232","LM",5544.696,-6650.326
"233","LM",5545.138,-6653.022
"234","LM",5545.542,-6655.483
"235","LM",5545.904,-6657.687
"236","LM",5546.222,-6659.613
"237","LM",5546.49,-6661.238
"238","LM",5546.705,-6662.54
"239","LM",5546.864,-6663.497
"240","LM",5546.962,-6664.087
"241","LM",5546.995,-6664.289
"242","LM",5546.995,-6664.289
"243","L1",5521.392,-6513.025
"244","L1",5521.392,-6513.025
"245","L1",5522.837,-6513.869
"246","L1",5527.097,-6516.297
"247","L1",5534.055,-6520.155
"248","L1",5543.597,-6525.285
"249","L1",5555.607,-6531.533
"250","L1",5569.97,-6538.743
"251","L1",5586.572,-6546.759
"252","L1",5605.296,-6555.425
"253","L1",5626.027,-6564.587
"254","L1",5648.651,-6574.087
"255","L1",5673.052,-6583.771
"256","L1",5699.114,-6593.483
"257","L1",5726.724,-6603.067
"258","L1",5755.764,-6612.368
"259","L1",5786.121,-6621.23
"260","L1",5817.678,-6629.497
"261","L1",5850.322,-6637.014
"262","L1",5883.935,-6643.625
"263","L1",5918.405,-6649.174
"264","L1",5953.614,-6653.506
"265","L1",5989.447,-6656.465
"266","L1",6025.791,-6657.895
"267","L1",6062.529,-6657.641
"268","L1",6099.546,-6655.547
"269","L1",6136.727,-6651.457
"270","L1",6173.956,-6645.217
"271","L1",6211.119,-6636.669
"272","L1",6248.1,-6625.659
"273","L1",6284.785,-6612.031
"274","L1",6284.785,-6612.031
"275","L1",6304.37,-6604.608
"276","L1",6324.522,-6598.151
"277","L1",6345.293,-6592.573
"278","L1",6366.734,-6587.786
"279","L1",6388.897,-6583.705
"280","L1",6411.834,-6580.243
"281","L1",6435.596,-6577.314
"282","L1",6460.233,-6574.83
"283","L1",6485.799,-6572.706
"284","L1",6512.344,-6570.855
"285","L1",6539.92,-6569.191
"286","L1",6568.578,-6567.626
"287","L1",6598.37,-6566.075
"288","L1",6629.347,-6564.451
"289","L1",6661.561,-6562.667
"290","L1",6695.064,-6560.637
"291","L1",6729.906,-6558.275
"292","L1",6766.139,-6555.493
"293","L1",6803.816,-6552.206
"294","L1",6842.986,-6548.327
"295","L1",6883.702,-6543.769
"296","L1",6926.016,-6538.446
"297","L1",6969.978,-6532.271
"298","L1",7015.64,-6525.158
"299","L1",7063.054,-6517.02
"300","L1",7112.272,-6507.771
"301","L1",7163.344,-6497.325
"302","L1",7216.322,-6485.594
"303","L1",7271.258,-6472.492
"304","L1",7271.258,-6472.492
"305","L1",7332.547,-6456.932
"306","L1",7392.646,-6440.857
"307","L1",7451.498,-6424.33
"308","L1",7509.049,-6407.413
"309","L1",7565.243,-6390.172
"310","L1",7620.024,-6372.668
"311","L1",7673.337,-6354.965
"312","L1",7725.126,-6337.125
"313","L1",7775.335,-6319.214
"314","L1",7823.909,-6301.292
"315","L1",7870.793,-6283.425
"316","L1",7915.93,-6265.674
"317","L1",7959.266,-6248.104
"318","L1",8000.744,-6230.777
"319","L1",8040.309,-6213.756
"320","L1",8077.906,-6197.105
"321","L1",8113.479,-6180.888
"322","L1",8146.972,-6165.166
"323","L1",8178.33,-6150.004
"324","L1",8207.497,-6135.465
"325","L1",8234.418,-6121.611
"326","L1",8259.036,-6108.507
"327","L1",8281.298,-6096.215
"328","L1",8301.146,-6084.798
"329","L1",8318.525,-6074.321
"330","L1",8333.381,-6064.845
"331","L1",8345.656,-6056.434
"332","L1",8355.296,-6049.151
"333","L1",8362.245,-6043.061
"334","L1",8362.245,-6043.061
"335","L1",8361.738,-6039.336
"336","L1",8361.381,-6036.673
"337","L1",8361.164,-6035.003
"338","L1",8361.079,-6034.258
"339","L1",8361.115,-6034.371
"340","L1",8361.264,-6035.274
"341","L1",8361.514,-6036.9
"342","L1",8361.857,-6039.181
"343","L1",8362.283,-6042.049
"344","L1",8362.782,-6045.437
"345","L1",8363.345,-6049.276
"346","L1",8363.961,-6053.5
"347","L1",8364.623,-6058.04
"348","L1",8365.318,-6062.83
"349","L1",8366.039,-6067.801
"350","L1",8366.775,-6072.885
"351","L1",8367.517,-6078.015
"352","L1",8368.255,-6083.124
"353","L1",8368.98,-6088.144
"354","L1",8369.681,-6093.006
"355","L1",8370.349,-6097.644
"356","L1",8370.975,-6101.99
"357","L1",8371.549,-6105.975
"358","L1",8372.061,-6109.533
"359","L1",8372.501,-6112.596
"360","L1",8372.861,-6115.096
"361","L1",8373.129,-6116.966
"362","L1",8373.298,-6118.137
"363","L1",8373.356,-6118.543
"364","L1",8373.356,-6118.543
"365","L1",8372.093,-6117.175
"366","L1",8366.1,-6118.782
"367","L1",8355.539,-6123.171
"368","L1",8340.571,-6130.152
"369","L1",8321.361,-6139.532
"370","L1",8298.068,-6151.12
"371","L1",8270.857,-6164.724
"372","L1",8239.888,-6180.153
"373","L1",8205.325,-6197.215
"374","L1",8167.329,-6215.718
"375","L1",8126.063,-6235.471
"376","L1",8081.688,-6256.283
"377","L1",8034.368,-6277.96
"378","L1",7984.264,-6300.313
"379","L1",7931.538,-6323.15
"380","L1",7876.353,-6346.278
"381","L1",7818.871,-6369.506
"382","L1",7759.255,-6392.643
"383","L1",7697.665,-6415.496
"384","L1",7634.266,-6437.875
"385","L1",7569.218,-6459.588
"386","L1",7502.684,-6480.443
"387","L1",7434.826,-6500.248
"388","L1",7365.807,-6518.812
"389","L1",7295.789,-6535.944
"390","L1",7224.933,-6551.451
"391","L1",7153.402,-6565.142
"392","L1",7081.359,-6576.825
"393","L1",7008.966,-6586.31
"394","L1",7008.966,-6586.31
"395","L1",6967.505,-6591.264
"396","L1",6927.096,-6596.463
"397","L1",6887.667,-6601.877
"398","L1",6849.15,-6607.473
"399","L1",6811.475,-6613.221
"400","L1",6774.57,-6619.089
"401","L1",6738.366,-6625.044
"402","L1",6702.793,-6631.057
"403","L1",6667.781,-6637.095
"404","L1",6633.26,-6643.127
"405","L1",6599.16,-6649.122
"406","L1",6565.411,-6655.048
"407","L1",6531.942,-6660.873
"408","L1",6498.684,-6666.566
"409","L1",6465.567,-6672.096
"410","L1",6432.521,-6677.432
"411","L1",6399.475,-6682.541
"412","L1",6366.359,-6687.392
"413","L1",6333.104,-6691.954
"414","L1",6299.64,-6696.196
"415","L1",6265.895,-6700.085
"416","L1",6231.802,-6703.591
"417","L1",6197.288,-6706.682
"418","L1",6162.285,-6709.326
"419","L1",6126.722,-6711.493
"420","L1",6090.529,-6713.15
"421","L1",6053.636,-6714.267
"422","L1",6015.973,-6714.811
"423","L1",5977.471,-6714.751
"424","L1",5977.471,-6714.751
"425","L1",5970.998,-6714.541
"426","L1",5963.368,-6714.024
"427","L1",5954.639,-6713.199
"428","L1",5944.871,-6712.065
"429","L1",5934.122,-6710.621
"430","L1",5922.449,-6708.866
"431","L1",5909.912,-6706.8
"432","L1",5896.57,-6704.422
"433","L1",5882.48,-6701.731
"434","L1",5867.702,-6698.726
"435","L1",5852.293,-6695.406
"436","L1",5836.312,-6691.772
"437","L1",5819.819,-6687.821
"438","L1",5802.87,-6683.553
"439","L1",5785.526,-6678.967
"440","L1",5767.844,-6674.063
"441","L1",5749.882,-6668.84
"442","L1",5731.701,-6663.296
"443","L1",5713.357,-6657.432
"444","L1",5694.909,-6651.245
"445","L1",5676.417,-6644.737
"446","L1",5657.938,-6637.905
"447","L1",5639.531,-6630.749
"448","L1",5621.254,-6623.268
"449","L1",5603.167,-6615.462
"450","L1",5585.327,-6607.329
"451","L1",5567.794,-6598.869
"452","L1",5550.625,-6590.081
"453","L1",5533.879,-6580.964
"454","L1",5533.879,-6580.964
"455","L1",5534.175,-6583.211
"456","L1",5534.341,-6584.658
"457","L1",5534.385,-6585.358
"458","L1",5534.316,-6585.362
"459","L1",5534.143,-6584.725
"460","L1",5533.873,-6583.497
"461","L1",5533.517,-6581.732
"462","L1",5533.083,-6579.482
"463","L1",5532.579,-6576.799
"464","L1",5532.015,-6573.736
"465","L1",5531.398,-6570.345
"466","L1",5530.738,-6566.678
"467","L1",5530.044,-6562.789
"468","L1",5529.325,-6558.729
"469","L1",5528.588,-6554.551
"470","L1",5527.843,-6550.308
"471","L1",5527.099,-6546.051
"472","L1",5526.363,-6541.833
"473","L1",5525.646,-6537.707
"474","L1",5524.956,-6533.725
"475","L1",5524.301,-6529.94
"476","L1",5523.691,-6526.404
"477","L1",5523.133,-6523.169
"478","L1",5522.638,-6520.288
"479","L1",5522.212,-6517.813
"480","L1",5521.866,-6515.797
"481","L1",5521.609,-6514.292
"482","L1",5521.447,-6513.35
"483","L1",5521.392,-6513.025
"484","L1",5521.392,-6513.025
"485","L2/3",5521.392,-6513.025
"486","L2/3",5521.392,-6513.025
"487","L2/3",5522.837,-6513.869
"488","L2/3",5527.097,-6516.297
"489","L2/3",5534.055,-6520.155
"490","L2/3",5543.597,-6525.285
"491","L2/3",5555.607,-6531.533
"492","L2/3",5569.97,-6538.743
"493","L2/3",5586.572,-6546.759
"494","L2/3",5605.296,-6555.425
"495","L2/3",5626.027,-6564.587
"496","L2/3",5648.651,-6574.087
"497","L2/3",5673.052,-6583.771
"498","L2/3",5699.114,-6593.483
"499","L2/3",5726.724,-6603.067
"500","L2/3",5755.764,-6612.368
"501","L2/3",5786.121,-6621.23
"502","L2/3",5817.678,-6629.497
"503","L2/3",5850.322,-6637.014
"504","L2/3",5883.935,-6643.625
"505","L2/3",5918.405,-6649.174
"506","L2/3",5953.614,-6653.506
"507","L2/3",5989.447,-6656.465
"508","L2/3",6025.791,-6657.895
"509","L2/3",6062.529,-6657.641
"510","L2/3",6099.546,-6655.547
"511","L2/3",6136.727,-6651.457
"512","L2/3",6173.956,-6645.217
"513","L2/3",6211.119,-6636.669
"514","L2/3",6248.1,-6625.659
"515","L2/3",6284.785,-6612.031
"516","L2/3",6284.785,-6612.031
"517","L2/3",6304.37,-6604.608
"518","L2/3",6324.522,-6598.151
"519","L2/3",6345.293,-6592.573
"520","L2/3",6366.734,-6587.786
"521","L2/3",6388.897,-6583.705
"522","L2/3",6411.834,-6580.243
"523","L2/3",6435.596,-6577.314
"524","L2/3",6460.233,-6574.83
"525","L2/3",6485.799,-6572.706
"526","L2/3",6512.344,-6570.855
"527","L2/3",6539.92,-6569.191
"528","L2/3",6568.578,-6567.626
"529","L2/3",6598.37,-6566.075
"530","L2/3",6629.347,-6564.451
"531","L2/3",6661.561,-6562.667
"532","L2/3",6695.064,-6560.637
"533","L2/3",6729.906,-6558.275
"534","L2/3",6766.139,-6555.493
"535","L2/3",6803.816,-6552.206
"536","L2/3",6842.986,-6548.327
"537","L2/3",6883.702,-6543.769
"538","L2/3",6926.016,-6538.446
"539","L2/3",6969.978,-6532.271
"540","L2/3",7015.64,-6525.158
"541","L2/3",7063.054,-6517.02
"542","L2/3",7112.272,-6507.771
"543","L2/3",7163.344,-6497.325
"544","L2/3",7216.322,-6485.594
"545","L2/3",7271.258,-6472.492
"546","L2/3",7271.258,-6472.492
"547","L2/3",7332.547,-6456.932
"548","L2/3",7392.646,-6440.857
"549","L2/3",7451.498,-6424.33
"550","L2/3",7509.049,-6407.413
"551","L2/3",7565.243,-6390.172
"552","L2/3",7620.024,-6372.668
"553","L2/3",7673.337,-6354.965
"554","L2/3",7725.126,-6337.125
"555","L2/3",7775.335,-6319.214
"556","L2/3",7823.909,-6301.292
"557","L2/3",7870.793,-6283.425
"558","L2/3",7915.93,-6265.674
"559","L2/3",7959.266,-6248.104
"560","L2/3",8000.744,-6230.777
"561","L2/3",8040.309,-6213.756
"562","L2/3",8077.906,-6197.105
"563","L2/3",8113.479,-6180.888
"564","L2/3",8146.972,-6165.166
"565","L2/3",8178.33,-6150.004
"566","L2/3",8207.497,-6135.465
"567","L2/3",8234.418,-6121.611
"568","L2/3",8259.036,-6108.507
"569","L2/3",8281.298,-6096.215
"570","L2/3",8301.146,-6084.798
"571","L2/3",8318.525,-6074.321
"572","L2/3",8333.381,-6064.845
"573","L2/3",8345.656,-6056.434
"574","L2/3",8355.296,-6049.151
"575","L2/3",8362.245,-6043.061
"576","L2/3",8362.245,-6043.061
"577","L2/3",8361.52,-6037.86
"578","L2/3",8360.532,-6030.907
"579","L2/3",8359.301,-6022.343
"580","L2/3",8357.848,-6012.307
"581","L2/3",8356.195,-6000.941
"582","L2/3",8354.362,-5988.385
"583","L2/3",8352.37,-5974.781
"584","L2/3",8350.242,-5960.269
"585","L2/3",8347.996,-5944.989
"586","L2/3",8345.656,-5929.083
"587","L2/3",8343.24,-5912.69
"588","L2/3",8340.772,-5895.953
"589","L2/3",8338.271,-5879.011
"590","L2/3",8335.759,-5862.006
"591","L2/3",8333.256,-5845.078
"592","L2/3",8330.784,-5828.368
"593","L2/3",8328.364,-5812.016
"594","L2/3",8326.017,-5796.164
"595","L2/3",8323.764,-5780.951
"596","L2/3",8321.625,-5766.52
"597","L2/3",8319.622,-5753.01
"598","L2/3",8317.776,-5740.563
"599","L2/3",8316.108,-5729.318
"600","L2/3",8314.639,-5719.417
"601","L2/3",8313.39,-5711.001
"602","L2/3",8312.382,-5704.21
"603","L2/3",8311.636,-5699.185
"604","L2/3",8311.172,-5696.067
"605","L2/3",8311.013,-5694.997
"606","L2/3",8311.013,-5694.997
"607","L2/3",8310.995,-5693.466
"608","L2/3",8308.617,-5694.6
"609","L2/3",8303.866,-5698.229
"610","L2/3",8296.73,-5704.185
"611","L2/3",8287.194,-5712.301
"612","L2/3",8275.246,-5722.408
"613","L2/3",8260.871,-5734.337
"614","L2/3",8244.057,-5747.92
"615","L2/3",8224.79,-5762.988
"616","L2/3",8203.057,-5779.375
"617","L2/3",8178.844,-5796.91
"618","L2/3",8152.138,-5815.426
"619","L2/3",8122.925,-5834.755
"620","L2/3",8091.193,-5854.728
"621","L2/3",8056.927,-5875.177
"622","L2/3",8020.115,-5895.934
"623","L2/3",7980.743,-5916.83
"624","L2/3",7938.797,-5937.696
"625","L2/3",7894.264,-5958.366
"626","L2/3",7847.132,-5978.669
"627","L2/3",7797.385,-5998.439
"628","L2/3",7745.012,-6017.506
"629","L2/3",7689.998,-6035.703
"630","L2/3",7632.331,-6052.86
"631","L2/3",7571.996,-6068.811
"632","L2/3",7508.981,-6083.385
"633","L2/3",7443.272,-6096.416
"634","L2/3",7374.855,-6107.735
"635","L2/3",7303.718,-6117.173
"636","L2/3",7303.718,-6117.173
"637","L2/3",7248.783,-6124.176
"638","L2/3",7194.857,-6132.228
"639","L2/3",7141.915,-6141.262
"640","L2/3",7089.935,-6151.21
"641","L2/3",7038.893,-6162.004
"642","L2/3",6988.767,-6173.576
"643","L2/3",6939.532,-6185.859
"644","L2/3",6891.166,-6198.785
"645","L2/3",6843.645,-6212.286
"646","L2/3",6796.947,-6226.294
"647","L2/3",6751.047,-6240.742
"648","L2/3",6705.923,-6255.562
"649","L2/3",6661.551,-6270.685
"650","L2/3",6617.908,-6286.045
"651","L2/3",6574.97,-6301.574
"652","L2/3",6532.715,-6317.203
"653","L2/3",6491.12,-6332.865
"654","L2/3",6450.16,-6348.492
"655","L2/3",6409.813,-6364.017
"656","L2/3",6370.056,-6379.372
"657","L2/3",6330.864,-6394.488
"658","L2/3",6292.216,-6409.299
"659","L2/3",6254.087,-6423.736
"660","L2/3",6216.454,-6437.732
"661","L2/3",6179.295,-6451.219
"662","L2/3",6142.585,-6464.129
"663","L2/3",6106.302,-6476.394
"664","L2/3",6070.422,-6487.947
"665","L2/3",6034.922,-6498.719
"666","L2/3",6034.922,-6498.719
"667","L2/3",6019.217,-6502.733
"668","L2/3",6002.981,-6505.748
"669","L2/3",5986.251,-6507.803
"670","L2/3",5969.064,-6508.937
"671","L2/3",5951.456,-6509.188
"672","L2/3",5933.464,-6508.595
"673","L2/3",5915.124,-6507.197
"674","L2/3",5896.474,-6505.032
"675","L2/3",5877.548,-6502.14
"676","L2/3",5858.384,-6498.558
"677","L2/3",5839.018,-6494.327
"678","L2/3",5819.488,-6489.483
"679","L2/3",5799.828,-6484.067
"680","L2/3",5780.076,-6478.117
"681","L2/3",5760.269,-6471.671
"682","L2/3",5740.442,-6464.768
"683","L2/3",5720.633,-6457.448
"684","L2/3",5700.877,-6449.748
"685","L2/3",5681.212,-6441.707
"686","L2/3",5661.673,-6433.364
"687","L2/3",5642.298,-6424.758
"688","L2/3",5623.122,-6415.928
"689","L2/3",5604.183,-6406.912
"690","L2/3",5585.517,-6397.749
"691","L2/3",5567.16,-6388.478
"692","L2/3",5549.148,-6379.136
"693","L2/3",5531.519,-6369.764
"694","L2/3",5514.309,-6360.4
"695","L2/3",5497.554,-6351.083
"696","L2/3",5497.554,-6351.083
"697","L2/3",5497.978,-6354.13
"698","L2/3",5498.512,-6357.906
"699","L2/3",5499.147,-6362.347
"700","L2/3",5499.875,-6367.395
"701","L2/3",5500.686,-6372.988
"702","L2/3",5501.571,-6379.065
"703","L2/3",5502.521,-6385.566
"704","L2/3",5503.527,-6392.43
"705","L2/3",5504.58,-6399.597
"706","L2/3",5505.67,-6407.006
"707","L2/3",5506.789,-6414.596
"708","L2/3",5507.927,-6422.306
"709","L2/3",5509.075,-6430.076
"710","L2/3",5510.224,-6437.845
"711","L2/3",5511.366,-6445.553
"712","L2/3",5512.49,-6453.139
"713","L2/3",5513.588,-6460.542
"714","L2/3",5514.65,-6467.701
"715","L2/3",5515.668,-6474.556
"716","L2/3",5516.632,-6481.046
"717","L2/3",5517.534,-6487.11
"718","L2/3",5518.364,-6492.688
"719","L2/3",5519.112,-6497.72
"720","L2/3",5519.771,-6502.143
"721","L2/3",5520.33,-6505.899
"722","L2/3",5520.781,-6508.925
"723","L2/3",5521.114,-6511.162
"724","L2/3",5521.321,-6512.549
"725","L2/3",5521.392,-6513.025
"726","L2/3",5521.392,-6513.025
"727","L4",5471.758,-6175.733
"728","L4",5471.758,-6175.733
"729","L4",5472.743,-6177.045
"730","L4",5475.66,-6180.821
"731","L4",5480.451,-6186.825
"732","L4",5487.059,-6194.821
"733","L4",5495.427,-6204.57
"734","L4",5505.497,-6215.837
"735","L4",5517.211,-6228.383
"736","L4",5530.514,-6241.972
"737","L4",5545.346,-6256.368
"738","L4",5561.651,-6271.332
"739","L4",5579.372,-6286.629
"740","L4",5598.45,-6302.02
"741","L4",5618.829,-6317.27
"742","L4",5640.452,-6332.14
"743","L4",5663.26,-6346.395
"744","L4",5687.197,-6359.797
"745","L4",5712.206,-6372.109
"746","L4",5738.227,-6383.094
"747","L4",5765.206,-6392.515
"748","L4",5793.083,-6400.136
"749","L4",5821.803,-6405.718
"750","L4",5851.306,-6409.026
"751","L4",5881.537,-6409.822
"752","L4",5912.437,-6407.869
"753","L4",5943.949,-6402.93
"754","L4",5976.016,-6394.768
"755","L4",6008.581,-6383.147
"756","L4",6041.586,-6367.829
"757","L4",6074.974,-6348.577
"758","L4",6074.974,-6348.577
"759","L4",6113.623,-6324.952
"760","L4",6152.202,-6303.108
"761","L4",6190.753,-6282.916
"762","L4",6229.318,-6264.25
"763","L4",6267.94,-6246.982
"764","L4",6306.659,-6230.983
"765","L4",6345.519,-6216.125
"766","L4",6384.562,-6202.281
"767","L4",6423.829,-6189.323
"768","L4",6463.363,-6177.123
"769","L4",6503.206,-6165.553
"770","L4",6543.4,-6154.485
"771","L4",6583.987,-6143.791
"772","L4",6625.01,-6133.344
"773","L4",6666.51,-6123.015
"774","L4",6708.529,-6112.677
"775","L4",6751.11,-6102.201
"776","L4",6794.295,-6091.461
"777","L4",6838.126,-6080.327
"778","L4",6882.645,-6068.673
"779","L4",6927.894,-6056.369
"780","L4",6973.916,-6043.289
"781","L4",7020.751,-6029.305
"782","L4",7068.444,-6014.288
"783","L4",7117.035,-5998.11
"784","L4",7166.567,-5980.645
"785","L4",7217.081,-5961.763
"786","L4",7268.621,-5941.338
"787","L4",7321.228,-5919.24
"788","L4",7321.228,-5919.24
"789","L4",7366.04,-5899.05
"790","L4",7410.79,-5877.32
"791","L4",7455.382,-5854.198
"792","L4",7499.721,-5829.835
"793","L4",7543.711,-5804.38
