"","SA","x","y"
"207","LM",6425.223,-6641.544
"208","LM",6393.815,-6645.097
"209","LM",6362.102,-6649.31
"210","LM",6330.106,-6654.23
"211","LM",6297.851,-6659.899
"212","LM",6297.851,-6659.899
"213","LM",6266.345,-6665.63
"214","LM",6236.134,-6670.799
"215","LM",6207.189,-6675.432
"216","LM",6179.48,-6679.557
"217","LM",6152.98,-6683.198
"218","LM",6127.659,-6686.383
"219","LM",6103.489,-6689.136
"220","LM",6080.44,-6691.485
"221","LM",6058.484,-6693.454
"222","LM",6037.593,-6695.071
"223","LM",6017.736,-6696.36
"224","LM",5998.885,-6697.349
"225","LM",5981.012,-6698.062
"226","LM",5964.088,-6698.527
"227","LM",5948.084,-6698.769
"228","LM",5932.97,-6698.814
"229","LM",5918.719,-6698.688
"230","LM",5905.301,-6698.418
"231","LM",5892.687,-6698.029
"232","LM",5880.849,-6697.547
"233","LM",5869.758,-6696.998
"234","LM",5859.385,-6696.409
"235","LM",5849.701,-6695.805
"236","LM",5840.677,-6695.213
"237","LM",5832.285,-6694.658
"238","LM",5824.495,-6694.166
"239","LM",5817.279,-6693.764
"240","LM",5810.608,-6693.477
"241","LM",5804.454,-6693.332
"242","LM",5804.454,-6693.332
"243","LM",5798.102,-6693.161
"244","LM",5791.199,-6692.78
"245","LM",5783.779,-6692.182
"246","LM",5775.872,-6691.36
"247","LM",5767.512,-6690.308
"248","LM",5758.73,-6689.019
"249","LM",5749.558,-6687.486
"250","LM",5740.03,-6685.703
"251","LM",5730.177,-6683.664
"252","LM",5720.031,-6681.361
"253","LM",5709.624,-6678.787
"254","LM",5698.99,-6675.937
"255","LM",5688.159,-6672.804
"256","LM",5677.165,-6669.381
"257","LM",5666.039,-6665.661
"258","LM",5654.814,-6661.638
"259","LM",5643.522,-6657.305
"260","LM",5632.195,-6652.656
"261","LM",5620.865,-6647.683
"262","LM",5609.565,-6642.381
"263","LM",5598.327,-6636.742
"264","LM",5587.182,-6630.76
"265","LM",5576.165,-6624.429
"266","LM",5565.305,-6617.742
"267","LM",5554.636,-6610.691
"268","LM",5544.191,-6603.272
"269","LM",5534,-6595.476
"270","LM",5524.097,-6587.297
"271","LM",5514.514,-6578.729
"272","LM",5514.514,-6578.729
"273","LM",5514.917,-6581.503
"274","LM",5515.361,-6584.482
"275","LM",5515.843,-6587.645
"276","LM",5516.357,-6590.968
"277","LM",5516.9,-6594.431
"278","LM",5517.468,-6598.011
"279","LM",5518.057,-6601.686
"280","LM",5518.663,-6605.434
"281","LM",5519.282,-6609.233
"282","LM",5519.909,-6613.061
"283","LM",5520.542,-6616.897
"284","LM",5521.175,-6620.717
"285","LM",5521.805,-6624.501
"286","LM",5522.428,-6628.226
"287","LM",5523.04,-6631.869
"288","LM",5523.636,-6635.411
"289","LM",5524.214,-6638.827
"290","LM",5524.768,-6642.096
"291","LM",5525.295,-6645.196
"292","LM",5525.791,-6648.106
"293","LM",5526.252,-6650.803
"294","LM",5526.674,-6653.264
"295","LM",5527.052,-6655.469
"296","LM",5527.383,-6657.395
"297","LM",5527.663,-6659.021
"298","LM",5527.888,-6660.323
"299","LM",5528.053,-6661.281
"300","LM",5528.155,-6661.871
"301","LM",5528.19,-6662.073
"302","LM",5528.19,-6662.073
"303","L1",5501.497,-6510.768
"304","L1",5501.497,-6510.768
"305","L1",5502.599,-6511.434
"306","L1",5505.864,-6513.359
"307","L1",5511.234,-6516.434
"308","L1",5518.651,-6520.547
"309","L1",5528.057,-6525.59
"310","L1",5539.393,-6531.452
"311","L1",5552.601,-6538.023
"312","L1",5567.622,-6545.194
"313","L1",5584.399,-6552.853
"314","L1",5602.872,-6560.892
"315","L1",5622.984,-6569.2
"316","L1",5644.677,-6577.667
"317","L1",5667.891,-6586.183
"318","L1",5692.569,-6594.639
"319","L1",5718.651,-6602.924
"320","L1",5746.081,-6610.928
"321","L1",5774.799,-6618.541
"322","L1",5804.747,-6625.653
"323","L1",5835.867,-6632.155
"324","L1",5868.101,-6637.936
"325","L1",5901.389,-6642.887
"326","L1",5935.675,-6646.896
"327","L1",5970.898,-6649.855
"328","L1",6007.002,-6651.653
"329","L1",6043.927,-6652.18
"330","L1",6081.616,-6651.327
"331","L1",6120.01,-6648.983
"332","L1",6159.05,-6645.038
"333","L1",6198.679,-6639.383
"334","L1",6198.679,-6639.383
"335","L1",6210.204,-6637.293
"336","L1",6221.064,-6634.942
"337","L1",6231.388,-6632.354
"338","L1",6241.301,-6629.553
"339","L1",6250.932,-6626.563
"340","L1",6260.407,-6623.407
"341","L1",6269.855,-6620.11
"342","L1",6279.402,-6616.694
"343","L1",6289.176,-6613.184
"344","L1",6299.305,-6609.604
"345","L1",6309.914,-6605.976
"346","L1",6321.133,-6602.326
"347","L1",6333.088,-6598.676
"348","L1",6345.906,-6595.05
"349","L1",6359.715,-6591.473
"350","L1",6374.642,-6587.967
"351","L1",6390.815,-6584.557
"352","L1",6408.361,-6581.266
"353","L1",6427.406,-6578.119
"354","L1",6448.08,-6575.138
"355","L1",6470.508,-6572.347
"356","L1",6494.818,-6569.771
"357","L1",6521.138,-6567.432
"358","L1",6549.594,-6565.356
"359","L1",6580.315,-6563.565
"360","L1",6613.428,-6562.083
"361","L1",6649.059,-6560.934
"362","L1",6687.336,-6560.141
"363","L1",6728.387,-6559.729
"364","L1",6728.387,-6559.729
"365","L1",6749.529,-6559.297
"366","L1",6772.197,-6558.228
"367","L1",6796.28,-6556.556
"368","L1",6821.667,-6554.311
"369","L1",6848.25,-6551.527
"370","L1",6875.918,-6548.237
"371","L1",6904.56,-6544.472
"372","L1",6934.067,-6540.266
"373","L1",6964.329,-6535.651
"374","L1",6995.235,-6530.659
"375","L1",7026.676,-6525.324
"376","L1",7058.541,-6519.677
"377","L1",7090.72,-6513.752
"378","L1",7123.103,-6507.58
"379","L1",7155.58,-6501.194
"380","L1",7188.041,-6494.627
"381","L1",7220.376,-6487.912
"382","L1",7252.475,-6481.08
"383","L1",7284.227,-6474.165
"384","L1",7315.523,-6467.198
"385","L1",7346.252,-6460.214
"386","L1",7376.304,-6453.243
"387","L1",7405.57,-6446.319
"388","L1",7433.939,-6439.474
"389","L1",7461.301,-6432.74
"390","L1",7487.546,-6426.151
"391","L1",7512.563,-6419.739
"392","L1",7536.244,-6413.535
"393","L1",7558.477,-6407.574
"394","L1",7558.477,-6407.574
"395","L1",7594.741,-6397.554
"396","L1",7630.885,-6387.219
"397","L1",7666.875,-6376.585
"398","L1",7702.674,-6365.669
"399","L1",7738.249,-6354.485
"400","L1",7773.564,-6343.049
"401","L1",7808.584,-6331.377
"402","L1",7843.274,-6319.485
"403","L1",7877.6,-6307.387
"404","L1",7911.526,-6295.101
"405","L1",7945.018,-6282.64
"406","L1",7978.041,-6270.022
"407","L1",8010.559,-6257.261
"408","L1",8042.537,-6244.373
"409","L1",8073.942,-6231.375
"410","L1",8104.737,-6218.28
"411","L1",8134.889,-6205.106
"412","L1",8164.361,-6191.867
"413","L1",8193.119,-6178.579
"414","L1",8221.128,-6165.258
"415","L1",8248.354,-6151.92
"416","L1",8274.76,-6138.58
"417","L1",8300.313,-6125.254
"418","L1",8324.977,-6111.957
"419","L1",8348.717,-6098.705
"420","L1",8371.499,-6085.513
"421","L1",8393.288,-6072.398
"422","L1",8414.048,-6059.375
"423","L1",8433.744,-6046.459
"424","L1",8433.744,-6046.459
"425","L1",8433.235,-6042.875
"426","L1",8432.925,-6040.62
"427","L1",8432.8,-6039.608
"428","L1",8432.847,-6039.75
"429","L1",8433.054,-6040.958
"430","L1",8433.407,-6043.146
"431","L1",8433.893,-6046.226
"432","L1",8434.498,-6050.109
"433","L1",8435.21,-6054.71
"434","L1",8436.016,-6059.939
"435","L1",8436.901,-6065.71
"436","L1",8437.854,-6071.935
"437","L1",8438.861,-6078.526
"438","L1",8439.909,-6085.396
"439","L1",8440.984,-6092.457
"440","L1",8442.075,-6099.623
"441","L1",8443.166,-6106.804
"442","L1",8444.246,-6113.914
"443","L1",8445.3,-6120.865
"444","L1",8446.317,-6127.569
"445","L1",8447.283,-6133.94
"446","L1",8448.184,-6139.889
"447","L1",8449.008,-6145.329
"448","L1",8449.741,-6150.172
"449","L1",8450.37,-6154.331
"450","L1",8450.882,-6157.718
"451","L1",8451.265,-6160.245
"452","L1",8451.504,-6161.826
"453","L1",8451.586,-6162.373
"454","L1",8451.586,-6162.373
"455","L1",8450.286,-6161.037
"456","L1",8444.118,-6162.73
"457","L1",8433.249,-6167.258
"458","L1",8417.846,-6174.423
"459","L1",8398.074,-6184.03
"460","L1",8374.1,-6195.882
"461","L1",8346.091,-6209.784
"462","L1",8314.212,-6225.539
"463","L1",8278.63,-6242.951
"464","L1",8239.511,-6261.824
"465","L1",8197.022,-6281.962
"466","L1",8151.328,-6303.169
"467","L1",8102.597,-6325.25
"468","L1",8050.994,-6348.006
"469","L1",7996.685,-6371.244
"470","L1",7939.838,-6394.766
"471","L1",7880.618,-6418.377
"472","L1",7819.191,-6441.88
"473","L1",7755.724,-6465.079
"474","L1",7690.384,-6487.779
"475","L1",7623.336,-6509.782
"476","L1",7554.747,-6530.894
"477","L1",7484.783,-6550.918
"478","L1",7413.61,-6569.657
"479","L1",7341.395,-6586.917
"480","L1",7268.304,-6602.5
"481","L1",7194.503,-6616.211
"482","L1",7120.159,-6627.853
"483","L1",7045.438,-6637.231
"484","L1",7045.438,-6637.231
"485","L1",7028.976,-6638.74
"486","L1",7011.645,-6639.796
"487","L1",6993.469,-6640.444
"488","L1",6974.469,-6640.728
"489","L1",6954.669,-6640.692
"490","L1",6934.09,-6640.382
"491","L1",6912.756,-6639.841
"492","L1",6890.689,-6639.115
"493","L1",6867.911,-6638.247
"494","L1",6844.445,-6637.283
"495","L1",6820.314,-6636.267
"496","L1",6795.539,-6635.244
"497","L1",6770.145,-6634.258
"498","L1",6744.152,-6633.353
"499","L1",6717.584,-6632.575
"500","L1",6690.464,-6631.968
"501","L1",6662.813,-6631.576
"502","L1",6634.654,-6631.444
"503","L1",6606.011,-6631.616
"504","L1",6576.904,-6632.138
"505","L1",6547.358,-6633.054
"506","L1",6517.394,-6634.408
"507","L1",6487.036,-6636.244
"508","L1",6456.304,-6638.608
"509","L1",6425.223,-6641.544
"510","L1",6393.815,-6645.097
"511","L1",6362.102,-6649.31
"512","L1",6330.106,-6654.23
"513","L1",6297.851,-6659.899
"514","L1",6297.851,-6659.899
"515","L1",6266.345,-6665.63
"516","L1",6236.134,-6670.799
"517","L1",6207.189,-6675.432
"518","L1",6179.48,-6679.557
"519","L1",6152.98,-6683.198
"520","L1",6127.659,-6686.383
"521","L1",6103.489,-6689.136
"522","L1",6080.44,-6691.485
"523","L1",6058.484,-6693.454
"524","L1",6037.593,-6695.071
"525","L1",6017.736,-6696.36
"526","L1",5998.885,-6697.349
"527","L1",5981.012,-6698.062
"528","L1",5964.088,-6698.527
"529","L1",5948.084,-6698.769
"530","L1",5932.97,-6698.814
"531","L1",5918.719,-6698.688
"532","L1",5905.301,-6698.418
"533","L1",5892.687,-6698.029
"534","L1",5880.849,-6697.547
"535","L1",5869.758,-6696.998
"536","L1",5859.385,-6696.409
"537","L1",5849.701,-6695.805
"538","L1",5840.677,-6695.213
"539","L1",5832.285,-6694.658
"540","L1",5824.495,-6694.166
"541","L1",5817.279,-6693.764
"542","L1",5810.608,-6693.477
"543","L1",5804.454,-6693.332
"544","L1",5804.454,-6693.332
"545","L1",5798.102,-6693.161
"546","L1",5791.199,-6692.78
"547","L1",5783.779,-6692.182
"548","L1",5775.872,-6691.36
"549","L1",5767.512,-6690.308
"550","L1",5758.73,-6689.019
"551","L1",5749.558,-6687.486
"552","L1",5740.03,-6685.703
"553","L1",5730.177,-6683.664
"554","L1",5720.031,-6681.361
"555","L1",5709.624,-6678.787
"556","L1",5698.99,-6675.937
"557","L1",5688.159,-6672.804
"558","L1",5677.165,-6669.381
"559","L1",5666.039,-6665.661
"560","L1",5654.814,-6661.638
"561","L1",5643.522,-6657.305
"562","L1",5632.195,-6652.656
"563","L1",5620.865,-6647.683
"564","L1",5609.565,-6642.381
"565","L1",5598.327,-6636.742
"566","L1",5587.182,-6630.76
"567","L1",5576.165,-6624.429
"568","L1",5565.305,-6617.742
"569","L1",5554.636,-6610.691
"570","L1",5544.191,-6603.272
"571","L1",5534,-6595.476
"572","L1",5524.097,-6587.297
"573","L1",5514.514,-6578.729
"574","L1",5514.514,-6578.729
"575","L1",5514.824,-6580.976
"576","L1",5514.998,-6582.423
"577","L1",5515.045,-6583.122
"578","L1",5514.974,-6583.127
"579","L1",5514.793,-6582.489
"580","L1",5514.513,-6581.26
"581","L1",5514.142,-6579.495
"582","L1",5513.69,-6577.244
"583","L1",5513.165,-6574.56
"584","L1",5512.576,-6571.496
"585","L1",5511.933,-6568.104
"586","L1",5511.246,-6564.436
"587","L1",5510.522,-6560.546
"588","L1",5509.771,-6556.485
"589","L1",5509.003,-6552.305
"590","L1",5508.226,-6548.061
"591","L1",5507.45,-6543.803
"592","L1",5506.683,-6539.584
"593","L1",5505.935,-6535.457
"594","L1",5505.215,-6531.474
"595","L1",5504.532,-6527.688
"596","L1",5503.896,-6524.15
"597","L1",5503.314,-6520.915
"598","L1",5502.797,-6518.033
"599","L1",5502.353,-6515.557
"600","L1",5501.993,-6513.54
"601","L1",5501.724,-6512.035
"602","L1",5501.555,-6511.093
"603","L1",5501.497,-6510.768
"604","L1",5501.497,-6510.768
"605","L2/3",5501.497,-6510.768
"606","L2/3",5501.497,-6510.768
"607","L2/3",5502.991,-6511.615
"608","L2/3",5507.393,-6514.051
"609","L2/3",5514.585,-6517.922
"610","L2/3",5524.446,-6523.07
"611","L2/3",5536.857,-6529.341
"612","L2/3",5551.7,-6536.578
"613","L2/3",5568.855,-6544.626
"614","L2/3",5588.203,-6553.328
"615","L2/3",5609.625,-6562.529
"616","L2/3",5633,-6572.073
"617","L2/3",5658.211,-6581.804
"618","L2/3",5685.138,-6591.566
"619","L2/3",5713.661,-6601.203
"620","L2/3",5743.662,-6610.559
"621","L2/3",5775.02,-6619.479
"622","L2/3",5807.618,-6627.807
"623","L2/3",5841.335,-6635.387
"624","L2/3",5876.052,-6642.062
"625","L2/3",5911.651,-6647.678
"626","L2/3",5948.011,-6652.078
"627","L2/3",5985.014,-6655.106
"628","L2/3",6022.54,-6656.607
"629","L2/3",6060.471,-6656.424
"630","L2/3",6098.686,-6654.402
"631","L2/3",6137.067,-6650.385
"632","L2/3",6175.494,-6644.217
"633","L2/3",6213.848,-6635.742
"634","L2/3",6252.011,-6624.804
"635","L2/3",6289.861,-6611.248
"636","L2/3",6289.861,-6611.248
"637","L2/3",6310.068,-6603.864
"638","L2/3",6330.863,-6597.446
"639","L2/3",6352.298,-6591.908
"640","L2/3",6374.427,-6587.163
"641","L2/3",6397.303,-6583.125
"642","L2/3",6420.978,-6579.708
"643","L2/3",6445.506,-6576.824
"644","L2/3",6470.939,-6574.389
"645","L2/3",6497.331,-6572.315
"646","L2/3",6524.735,-6570.515
"647","L2/3",6553.203,-6568.904
"648","L2/3",6582.789,-6567.395
"649","L2/3",6613.546,-6565.902
"650","L2/3",6645.526,-6564.338
"651","L2/3",6678.783,-6562.616
"652","L2/3",6713.369,-6560.652
"653","L2/3",6749.339,-6558.357
"654","L2/3",6786.744,-6555.646
"655","L2/3",6825.637,-6552.432
"656","L2/3",6866.073,-6548.629
"657","L2/3",6908.103,-6544.15
"658","L2/3",6951.781,-6538.909
"659","L2/3",6997.159,-6532.82
"660","L2/3",7044.291,-6525.796
"661","L2/3",7093.23,-6517.751
"662","L2/3",7144.029,-6508.598
"663","L2/3",7196.741,-6498.251
"664","L2/3",7251.418,-6486.623
"665","L2/3",7308.114,-6473.629
"666","L2/3",7308.114,-6473.629
"667","L2/3",7371.365,-6458.189
"668","L2/3",7433.385,-6442.231
"669","L2/3",7494.119,-6425.818
"670","L2/3",7553.507,-6409.015
"671","L2/3",7611.494,-6391.883
"672","L2/3",7668.022,-6374.486
"673","L2/3",7723.034,-6356.887
"674","L2/3",7776.472,-6339.15
"675","L2/3",7828.279,-6321.336
"676","L2/3",7878.398,-6303.51
"677","L2/3",7926.771,-6285.735
"678","L2/3",7973.342,-6268.073
"679","L2/3",8018.052,-6250.587
"680","L2/3",8060.846,-6233.342
"681","L2/3",8101.665,-6216.399
"682","L2/3",8140.452,-6199.822
"683","L2/3",8177.151,-6183.674
"684","L2/3",8211.703,-6168.019
"685","L2/3",8244.051,-6152.918
"686","L2/3",8274.139,-6138.436
"687","L2/3",8301.909,-6124.636
"688","L2/3",8327.303,-6111.58
"689","L2/3",8350.265,-6099.332
"690","L2/3",8370.737,-6087.954
"691","L2/3",8388.661,-6077.511
"692","L2/3",8403.982,-6068.064
"693","L2/3",8416.641,-6059.678
"694","L2/3",8426.58,-6052.414
"695","L2/3",8433.744,-6046.337
"696","L2/3",8433.744,-6046.337
"697","L2/3",8432.971,-6041.034
"698","L2/3",8431.891,-6033.786
"699","L2/3",8430.531,-6024.746
"700","L2/3",8428.913,-6014.07
"701","L2/3",8427.062,-6001.914
"702","L2/3",8425.003,-5988.431
"703","L2/3",8422.759,-5973.778
"704","L2/3",8420.354,-5958.109
"705","L2/3",8417.814,-5941.58
"706","L2/3",8415.161,-5924.345
"707","L2/3",8412.42,-5906.56
"708","L2/3",8409.616,-5888.38
"709","L2/3",8406.773,-5869.96
"710","L2/3",8403.914,-5851.454
"711","L2/3",8401.065,-5833.018
"712","L2/3",8398.249,-5814.808
"713","L2/3",8395.49,-5796.977
"714","L2/3",8392.812,-5779.682
"715","L2/3",8390.241,-5763.077
"716","L2/3",8387.8,-5747.318
"717","L2/3",8385.512,-5732.559
"718","L2/3",8383.404,-5718.955
"719","L2/3",8381.498,-5706.662
"720","L2/3",8379.818,-5695.835
"721","L2/3",8378.39,-5686.629
"722","L2/3",8377.237,-5679.198
"723","L2/3",8376.384,-5673.699
"724","L2/3",8375.854,-5670.285
"725","L2/3",8375.672,-5669.113
"726","L2/3",8375.672,-5669.113
"727","L2/3",8375.717,-5668.024
"728","L2/3",8374.3,-5668.528
"729","L2/3",8371.423,-5670.554
"730","L2/3",8367.087,-5674.034
"731","L2/3",8361.295,-5678.898
"732","L2/3",8354.049,-5685.077
"733","L2/3",8345.352,-5692.502
"734","L2/3",8335.206,-5701.102
"735","L2/3",8323.612,-5710.81
"736","L2/3",8310.573,-5721.555
"737","L2/3",8296.092,-5733.268
"738","L2/3",8280.17,-5745.88
"739","L2/3",8262.81,-5759.321
"740","L2/3",8244.014,-5773.523
"741","L2/3",8223.784,-5788.415
"742","L2/3",8202.122,-5803.929
"743","L2/3",8179.031,-5819.995
"744","L2/3",8154.513,-5836.544
"745","L2/3",8128.569,-5853.507
"746","L2/3",8101.203,-5870.813
"747","L2/3",8072.417,-5888.394
"748","L2/3",8042.212,-5906.181
"749","L2/3",8010.59,-5924.103
"750","L2/3",7977.555,-5942.093
"751","L2/3",7943.109,-5960.08
"752","L2/3",7907.252,-5977.995
"753","L2/3",7869.989,-5995.769
"754","L2/3",7831.32,-6013.332
"755","L2/3",7791.249,-6030.615
"756","L2/3",7791.249,-6030.615
"757","L2/3",7769.294,-6039.495
"758","L2/3",7746.566,-6048.044
"759","L2/3",7723.109,-6056.271
"760","L2/3",7698.971,-6064.183
"761","L2/3",7674.197,-6071.789
"762","L2/3",7648.834,-6079.1
"763","L2/3",7622.929,-6086.122
"764","L2/3",7596.527,-6092.866
"765","L2/3",7569.674,-6099.34
"766","L2/3",7542.418,-6105.552
"767","L2/3",7514.804,-6111.512
"768","L2/3",7486.879,-6117.227
"769","L2/3",7458.689,-6122.708
"770","L2/3",7430.28,-6127.963
"771","L2/3",7401.699,-6133
"772","L2/3",7372.992,-6137.828
"773","L2/3",7344.204,-6142.457
"774","L2/3",7315.384,-6146.894
"775","L2/3",7286.576,-6151.15
"776","L2/3",7257.827,-6155.231
"777","L2/3",7229.184,-6159.148
"778","L2/3",7200.692,-6162.909
"779","L2/3",7172.398,-6166.523
"780","L2/3",7144.349,-6169.998
"781","L2/3",7116.59,-6173.343
"782","L2/3",7089.168,-6176.568
"783","L2/3",7062.129,-6179.681
"784","L2/3",7035.52,-6182.69
"785","L2/3",7009.386,-6185.605
"786","L2/3",7009.386,-6185.605
"787","L2/3",6953.571,-6192.168
"788","L2/3",6900.498,-6199.147
"789","L2/3",6850.015,-6206.522
"790","L2/3",6801.973,-6214.271
"791","L2/3",6756.223,-6222.374
"792","L2/3",6712.614,-6230.81
"793","L2/3",6670.996,-6239.558
"794","L2/3",6631.219,-6248.598
"795","L2/3",6593.135,-6257.909
"796","L2/3",6556.591,-6267.47
"797","L2/3",6521.439,-6277.26
"798","L2/3",6487.529,-6287.259
"799","L2/3",6454.711,-6297.446
